,User,Text,Tweets Ago,Compound Score,Positive Score,Neutral Score,Negative Score
178,CBSNews,Israeli troops used tear gas and live ammunition on thousands of Palestinian protestors Friday. Officials say four… https://t.co/ri7jZtvdDF,78,0.0,0.0,1.0,0.0
179,CBSNews,"Culinary war-correspondent. Back-of-house immigration advocate. Humanitarian travel writer. A breaker of molds, Ant… https://t.co/bNcQCJSzwk",79,0.0,0.0,1.0,0.0
180,CBSNews,A New York taxi medallion used to be a safe investment to park one's life savings in. Ride-share competition has le… https://t.co/Rjxqi3YkMi,80,0.4404,0.132,0.868,0.0
181,CBSNews,"He risked his life, traveling thousands of miles to cross the U.S. border, but his journey is far from over. Stream… https://t.co/mu48Q6mYlv",81,-0.1154,0.0,0.935,0.065
182,CBSNews,"RT @CBSEveningNews: A woman vanished today by a lake in south Florida
 
The chief suspect in her disappearance is a large alligator

@David…",82,-0.296,0.0,0.896,0.104
183,CBSNews,An Ohio teen with cerebral palsy walked in her high school graduation to her mother's surprise and a standing ovati… https://t.co/FlNZIJDPni,83,0.2732,0.1,0.9,0.0
184,CBSNews,RT @CBSEveningNews: Celebrity chef Anthony Bourdain was found dead today in his hotel room in France -- an official said he hanged himself…,84,-0.6486,0.0,0.837,0.163
185,CBSNews,An American special forces soldier was killed and four other servicemen were wounded during a multiple-day operatio… https://t.co/hvcglo1SOg,85,-0.4215,0.122,0.676,0.203
186,CBSNews,"""The Worm"" is going to Singapore; White House officials, however, have repeatedly said that former NBA star Dennis… https://t.co/UM8lMGC8wG",86,0.0,0.0,1.0,0.0
187,CBSNews,"Mitt Romney, formerly the face of the ""Never Trump"" movement in 2016, sees the president being re-nominated ""easily… https://t.co/ZFQfrlOX2u",87,0.0,0.0,1.0,0.0
188,CBSNews,Democratic senators want to know if anyone on Wall Street was tipped off with information related to President Trum… https://t.co/80kOsMl9Se,88,0.0772,0.064,0.936,0.0
189,CBSNews,"WATCH LIVE: Pres. Trump, Canadian PM Justin Trudeau meet at G7 summit in Charlevoix, Quebec https://t.co/k6VYtNcnL0 https://t.co/ji6kozHSPV",89,0.0,0.0,1.0,0.0
190,CBSNews,Revelations of a Chinese cyberattack on a U.S. Navy contractor comes days before President Trump attends a summit w… https://t.co/mfrUgWGXxt,90,0.0,0.0,1.0,0.0
191,CBSNews,"""The future is now"": Policymakers and businesses are ill-prepared to help workers navigate the transition and adapt… https://t.co/uXFufQIhVH",91,0.4019,0.137,0.863,0.0
192,CBSNews,$1.5 billion in campaign support was not enough for several candidates backed by George Soros to oust the incumbent… https://t.co/EKf8NKGzO2,92,0.4215,0.174,0.826,0.0
193,CBSNews,"Honda slates its Super Cub, the best selling motor vehicle of all time, for a rerelease in the U.S. next year… https://t.co/6l1bgDfisP",93,0.8442,0.299,0.701,0.0
194,CBSNews,"With one last look at the crowd, Marmalade the harbor seal dived back into the waves off the coast of Ocean City, M… https://t.co/4aAYTzVmSF",94,0.0,0.0,1.0,0.0
195,CBSNews,Kia is recalling over a half-million vehicles in the U.S. because the air bags may not work in a crash… https://t.co/5EASH4rhUA,95,-0.6369,0.0,0.811,0.189
196,CBSNews,"""We are accountable to the people who use what we make"": Facebook COO Sheryl Sandberg's MIT commencement speech urg… https://t.co/b0ZhxaFHlJ",96,0.0,0.0,1.0,0.0
197,CBSNews,Authorities are investigating the reported suicide of a Kansas woman who led a private investigator to the decompos… https://t.co/TapZCfxZeU,97,-0.6705,0.0,0.78,0.22
198,CBSNews,"Whichever team wins the NBA championship, President Trump says he won't be inviting them to the White House:… https://t.co/kk5EWWDu3Q",98,0.6846,0.269,0.651,0.08
199,CBSNews,"MOMENTS AGO: President Trump and other G7 leaders take ""family photo"" at summit in Quebec https://t.co/gPokHDkAxK https://t.co/2e6r5Sma2o",99,0.0,0.0,1.0,0.0
200,CNN,The small (but not insignificant) ways Anthony Bourdain made a difference in the lives of some everyday people… https://t.co/TMK8f9nYfC,0,0.0,0.0,1.0,0.0
201,CNN,"In the history of horse racing, only 12 horses have ever won the fabled Triple Crown. But why is this trophy so dif… https://t.co/gDu0o6AgPX",1,0.3291,0.093,0.907,0.0
202,CNN,"President Trump, while making remarks at the G7 summit, says he has not spoken to Vladimir Putin in ""quite a while,… https://t.co/4qmAImsiL4",2,0.0,0.0,1.0,0.0
203,CNN,This computer can do more calculations per second than the world's population could do in a year… https://t.co/wqlDQvYF3L,3,0.0,0.0,1.0,0.0
204,CNN,"At the G7 meeting, President Trump called for an end to tariffs and scolded other countries for using the United St… https://t.co/KG7SFGii09",4,0.4215,0.118,0.882,0.0
205,CNN,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1CBVV https://t.co/8KbIHW3k74,5,0.4215,0.219,0.781,0.0
206,CNN,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/MD6vhMxOh8,6,0.765,0.329,0.526,0.145
207,CNN,"What is a tariff? Your trade questions, answered https://t.co/AIJVEEOzHM https://t.co/HT5UJDzzjl",7,0.0,0.0,1.0,0.0
208,CNN,A Sikh soldier wore a turban in Queen Elizabeth ll's official birthday parade https://t.co/LK0fihnFB2 https://t.co/142baFgcVA,8,0.0,0.0,1.0,0.0
209,CNN,A former diplomat at the Vatican Embassy in Washington has been indicted by a Vatican court for possession of child… https://t.co/CSRKlOzeg8,9,0.0,0.0,1.0,0.0
210,CNN,Simona Halep wins first grand slam title by beating Sloane Stephens at the French Open https://t.co/0tMJbvB40e https://t.co/s3YRroOgXu,10,0.2732,0.265,0.514,0.221
211,CNN,President Trump doubles down on his call for Russia to be readmitted into the G7 and blames former President Obama… https://t.co/3zkWB92wwY,11,-0.4019,0.0,0.881,0.119
212,CNN,The Trump administration's latest attack on Obamacare would gut protections for the sick https://t.co/ikBcCkGeAT https://t.co/ehXI4vF0vc,12,-0.7506,0.0,0.67,0.33
213,CNN,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/Zuo9XcYf9a,13,-0.5994,0.0,0.849,0.151
214,CNN,"Anthony Bourdain's fans turned the restaurant where he shot to fame as a chef into a memorial, leaving roses and no… https://t.co/5fg9y1cERL",14,0.4404,0.132,0.868,0.0
215,CNN,"Hall of Fame trainer Bob Baffert, who is looking to make history with a win today at the Belmont Stakes, compares h… https://t.co/sUsVNh98tA",15,0.7717,0.251,0.749,0.0
216,CNN,"The week began with news of Trump canceling the Philadelphia Eagles' visit to the White House, and ended with news… https://t.co/H1ILtBxF1W",16,0.0,0.0,1.0,0.0
217,CNN,Illinois Republicans in Congress are making an urgent plea to President Trump: Don't let Rod Blagojevich off the ho… https://t.co/L4UPCaV1kD,17,0.2023,0.087,0.913,0.0
218,CNN,Former Trump campaign chairman Paul Manafort and his attorneys struck back at special counsel Robert Mueller's char… https://t.co/m4eIhVUiWL,18,0.1779,0.13,0.773,0.097
219,CNN,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/7vTbQ8M6D8",19,-0.296,0.0,0.824,0.176
220,CNN,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/UkiwKzYsxC",20,0.0,0.0,1.0,0.0
221,CNN,Republicans haven't won statewide in Virginia since 2009. Tuesday's Senate primary shows why:… https://t.co/xkWpPfkUCE,21,-0.4585,0.0,0.813,0.187
222,CNN,President Trump says he thinks he’ll know “within the first minute” if North Korea is serious about peace… https://t.co/kRdFefn4fN,22,-0.0772,0.0,0.933,0.067
223,CNN,"RT @CNNPolitics: Trump: ""I think it would be asset to have Russia back in. I think it would be good for the world. I think it would be good…",23,0.6597,0.178,0.822,0.0
224,CNN,"""Consumer Financial Protection Bureau acting director Mick Mulvaney has ousted a committed group of experts who vol… https://t.co/l36frkFEtw",24,0.2732,0.116,0.884,0.0
225,CNN,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/D0Fi57k3zj,25,0.539,0.148,0.852,0.0
226,CNN,Things don't look good for Dodge and Chrysler https://t.co/twYdKzCpZ4 https://t.co/9aKZvGnuQG,26,-0.3412,0.0,0.789,0.211
227,CNN,"President Trump: Trade was ""at the top of the list"" at G7 discussions because ""the United States has been taken adv… https://t.co/u6247HzPsj",27,0.5574,0.187,0.813,0.0
228,CNN,President Trump is speaking at the G7 before heading to Singapore for the summit with Kim Jong Un. Watch live on CN… https://t.co/dNYLQOvVEk,28,0.0,0.0,1.0,0.0
229,CNN,President Trump is planning to depart the G7 ahead of climate change talks https://t.co/bfFqMKTIrg https://t.co/6PkzSs4guA,29,0.0,0.0,1.0,0.0
230,CNN,Former President Obama says he’ll always remember the meal he shared with Anthony Bourdain in Vietnam: “He taught u… https://t.co/XI67jcoy55,30,0.34,0.112,0.888,0.0
231,CNN,President Trump's tariffs on steel and aluminum threaten America's booming RV industry https://t.co/FxOEFN6Sx2 https://t.co/zpDj0uGxRI,31,-0.3818,0.0,0.833,0.167
232,CNN,"What is a tariff? Your trade questions, answered https://t.co/8Fylq20zXj https://t.co/pSfQJhAnZR",32,0.0,0.0,1.0,0.0
233,CNN,The Duke and Duchess of Sussex celebrate Queen Elizabeth II's official birthday with the traditional Trooping the C… https://t.co/L2o8IJcNej,33,0.5719,0.171,0.829,0.0
234,CNN,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/mPpGOqifbk",34,0.5859,0.153,0.847,0.0
235,CNN,"As the millions of US children diagnosed with ADHD move into adulthood, more and more are wondering whether to cont… https://t.co/Qs5xlj8fwK",35,0.0,0.0,1.0,0.0
236,CNN,"Fans around the world mourn chef and storyteller Anthony Bourdain, sharing memories of how his travels, food and co… https://t.co/jiW8HhY9ia",36,0.0,0.119,0.763,0.119
237,CNN,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/2Jxsnx7cI0",37,0.6124,0.238,0.762,0.0
238,CNN,Twitter has had a stunning turnaround https://t.co/hzutT84IrC https://t.co/AK7R50K5mh,38,0.3818,0.302,0.698,0.0
239,CNN,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Xz5NjtpaqH,39,0.4939,0.144,0.856,0.0
240,CNN,Mars is suddenly more interesting | By Jonathan Lunine via @CNNOpinion https://t.co/EA2ETHIldR https://t.co/fgmZax7nwV,40,0.4576,0.214,0.786,0.0
241,CNN,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/TYdsjSziK7,41,-0.5994,0.0,0.849,0.151
242,CNN,"During her commencement address to the MIT Class of 2018, Facebook COO Sheryl Sandberg spoke candidly about Faceboo… https://t.co/hznkJTzAPH",42,0.0,0.0,1.0,0.0
243,CNN,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/H6R3LykoER",43,-0.296,0.0,0.824,0.176
244,CNN,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/uRJsH7yPmG",44,0.3612,0.122,0.878,0.0
245,CNN,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/AGpnS1dn0C,45,0.765,0.329,0.526,0.145
246,CNN,"Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social medi… https://t.co/cgo5HTjIJd",46,-0.4588,0.0,0.857,0.143
247,CNN,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/IZMve8IRLb",47,0.0,0.0,1.0,0.0
248,CNN,Are windowless planes the future of travel? https://t.co/Fjc2m6WgtG https://t.co/ux29QpKXWA,48,0.0,0.0,1.0,0.0
249,CNN,"Hurricanes and tropical storms are moving more slowly around the planet, resulting in higher rainfall and more extr… https://t.co/8qyqjq9IGd",49,0.0,0.0,1.0,0.0
250,CNN,"The Afghan Taliban called for a three-day ceasefire with Afghan forces over the Eid al-Fitr holiday, a move that fo… https://t.co/BLmTAtjmRg",50,0.4019,0.13,0.87,0.0
251,CNN,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/uzD0GNZH2P",51,0.5859,0.223,0.703,0.074
252,CNN,"Penguins, Seals, and Krill: Antarctica's fragile food chain | via @CNNVR https://t.co/1BBRFfOzWk https://t.co/G46D0CB0wY",52,0.0,0.0,1.0,0.0
253,CNN,Anthony Bourdain's life in pictures https://t.co/76sjWPlMRR https://t.co/MtFAqaoDvC,53,0.0,0.0,1.0,0.0
254,CNN,"The US Embassy in Mozambique has warned of ""imminent attacks"" against government and commercial centers in a northe… https://t.co/EoDJsFFoOM",54,-0.6124,0.0,0.762,0.238
255,CNN,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/R5c8mOlfrv,55,0.6369,0.206,0.794,0.0
256,CNN,The Justice Department won't defend the Deferred Action for Childhood Arrivals program in a federal lawsuit that Te… https://t.co/0IJPEuEAF0,56,0.3612,0.16,0.751,0.089
257,CNN,President Trump is dressed as a king on the new Time magazine cover https://t.co/7pFcAHVSIF https://t.co/joUPfVBvUY,57,0.0,0.0,1.0,0.0
258,CNN,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/QtTP3JEFVL",58,0.2732,0.1,0.9,0.0
259,CNN,The world's highest glass bridge will soon be home to the world's highest bungee jump https://t.co/fAaotSRizW via… https://t.co/t4WbdUBMFL,59,0.0,0.0,1.0,0.0
260,CNN,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/kzJPr5HFmj",60,0.0,0.0,1.0,0.0
261,CNN,"Researchers are looking into the possibility of using blood tests to predict a woman's risk of premature birth, whi… https://t.co/vJZFkJZz7U",61,-0.2732,0.0,0.896,0.104
262,CNN,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/cpQ97vRD2k,62,0.0,0.0,1.0,0.0
263,CNN,KFC says it will break with its meat-loving tradition and begin testing a vegetarian alternative to chicken later t… https://t.co/WfVJGm649F,63,0.0,0.0,1.0,0.0
264,CNN,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/5UKjPCDo5W,64,0.2263,0.106,0.894,0.0
265,CNN,This is the poem a kindergarten teacher hung up so her students know what to do in a school shooting… https://t.co/Tf587ohFnZ,65,0.0,0.0,1.0,0.0
266,CNN,Ever felt like your vacation would make a good blockbuster movie? This tour company aims to capture your travel exp… https://t.co/DsmmE2rdJx,66,0.8519,0.354,0.646,0.0
267,CNN,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxzCvS https://t.co/rZCmomGUOb,67,0.7351,0.323,0.677,0.0
268,CNN,Organic matter has been found on Mars in soil samples the Curiosity rover took from 3 billion-year-old mudstone in… https://t.co/QrC1BQMFkl,68,0.0258,0.058,0.942,0.0
269,CNN,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1UcNt https://t.co/r2CaKtagX7,69,0.4215,0.219,0.781,0.0
270,CNN,"Venezuela ranks as the most dangerous country in the world for the second straight year, according to a new Gallup… https://t.co/ywDhdCxqJn",70,-0.3597,0.082,0.773,0.146
271,CNN,This surveillance camera footage from last weekend shows a tiny asteroid that NASA says disintegrated over southern… https://t.co/f10F3pY2Rw,71,0.0,0.0,1.0,0.0
272,CNN,Time cover gets Trump just right | By Michael D'Antonio via @CNNOpinion https://t.co/3Na14xHBeg https://t.co/MtWRm0tvV9,72,0.0,0.0,1.0,0.0
273,CNN,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/FUbBJgpbPn",73,0.5859,0.153,0.847,0.0
274,CNN,The Golden State Warriors clinched their third NBA championship title in four years with a decisive 108-85 win over… https://t.co/xFuSWVjOK6,74,0.8225,0.35,0.65,0.0
275,CNN,"Manuel Antonio Cano Pacheco grew up in Iowa. He was sent back to Mexico because of misdemeanor convictions, ICE say… https://t.co/AHXBMGozjb",75,0.0,0.0,1.0,0.0
276,CNN,"As family and friends watch at a distance, phones set to record, a man places a watermelon into an alligator's jaws… https://t.co/IwsAdq0ACH",76,0.4767,0.147,0.853,0.0
277,CNN,What's the secret to Okinawans' long life? Experts argue that though a combination of good genes and healthy lifest… https://t.co/YqGC9CbZTo,77,0.4939,0.233,0.667,0.1
278,CNN,"RT @CNNTonight: ""Tony came raw to the picture, he came with his history of his own demons, he didn't hide that he had these terrible proble…",78,-0.3781,0.053,0.839,0.108
279,CNN,What is 5G? It's a wireless network technology that will change everything from how you use your phone to how self-… https://t.co/zsnqRVLTtA,79,0.0,0.0,1.0,0.0
280,CNN,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Iogr95BePz,80,0.4939,0.144,0.856,0.0
281,CNN,"RT @CuomoPrimeTime: .@chriscuomo: Suicide is a dirty secret in our society. It is a plague. 

Reach out. Don’t wonder whats going on. Ask t…",81,-0.8074,0.04,0.691,0.269
282,CNN,"Gloria Williams, who nearly two decades ago took a baby girl from a Florida hospital and raised the child as her ow… https://t.co/Di4Q1jkO6v",82,0.0,0.0,1.0,0.0
283,CNN,"RT @CuomoPrimeTime: .@davidaxelrod remembers Anthony Bourdain as well his father, a victim of suicide, and says stigma surrounding the topi…",83,-0.6705,0.085,0.648,0.267
284,CNN,"Dean Blanchard's home in coastal Louisiana bayou country is in crisis.

According to the US Geological Survey, more… https://t.co/CBjgkN5iKx",84,-0.6249,0.0,0.814,0.186
285,CNN,The world reacts to the death of chef and storyteller Anthony Bourdain https://t.co/THajnhq5qZ https://t.co/P0xv9EWnEe,85,-0.5994,0.0,0.769,0.231
286,CNN,"RT @CuomoPrimeTime: Former aide to Donald Trump's presidential campaign, Michael Caputo, breaks with President Trump’s G8 proposal but says…",86,0.0,0.0,1.0,0.0
287,CNN,The kingdom that China just can't flip https://t.co/HCW0Ai23dg https://t.co/AcIGdp0nYQ,87,0.0,0.0,1.0,0.0
288,CNN,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/b0U21oIXxf,88,0.6369,0.206,0.794,0.0
289,CNN,How the Trump administration's latest attack on Obamacare could gut protections for the sick https://t.co/k1amBXucg0 https://t.co/aKKVqLIMbI,89,-0.7506,0.0,0.686,0.314
290,CNN,"Non-biodegradable chemicals called PFAS have been found in snow all over the world -- even here in the Antarctic, w… https://t.co/Rgq2GxmK4k",90,0.0,0.0,1.0,0.0
291,CNN,"From pardons to Pruitt: Another long, busy week in the Trump White House | Analysis by CNN's Saba Hamedy… https://t.co/L8venqdXDa",91,0.296,0.109,0.891,0.0
292,CNN,Illinois Republicans in Congress are making an urgent plea to President Donald Trump: Don't let Rod Blagojevich off… https://t.co/GkgxlLl8c0,92,0.2023,0.091,0.909,0.0
293,CNN,"RT @CuomoPrimeTime: Anthony Bourdain friend Andrew Zimmern: ""Tony was one of the most important cultural interpreters of our time... its a…",93,0.6478,0.218,0.782,0.0
294,CNN,"Suicide prevention: here's how you can help | By Ford Vox, a physician specializing in rehabilitation medicine. Via… https://t.co/Y3UI22Mrro",94,-0.4215,0.122,0.676,0.203
295,CNN,"RT @OutFrontCNN: ""People think, 'well, you're a priest, you know the answers to all of these mysteries,' and of course, I really don't."" -…",95,0.0,0.0,1.0,0.0
296,CNN,"HBO has ordered a pilot for a possible ""Game of Thrones"" prequel https://t.co/oRHLNujAVC https://t.co/wEWCD5dsYZ",96,0.0,0.0,1.0,0.0
297,CNN,The only world leader who can rely on Trump is Vladimir Putin | By Frida Ghitis via @CNNOpinion… https://t.co/BlG4bVtzLY,97,0.0,0.0,1.0,0.0
298,CNN,"RT @AC360: .@andersoncooper: We have lost a friend, a travel companion who was always up for an adventure and one of this country’s greates…",98,0.4939,0.205,0.709,0.086
299,CNN,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/0XsZbucBdo",99,0.0,0.0,1.0,0.0
300,FoxNews,".@SeanHannity: ""President @BarackObama left Trump with unfettered international disaster after disaster."" #Hannity https://t.co/0lJuEwysLF",0,-0.6249,0.0,0.745,0.255
301,FoxNews,Republicans may have won the optics war on Congress' summer recess fight https://t.co/b1wIL2Onb0,1,-0.4215,0.183,0.495,0.322
302,FoxNews,"President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News… https://t.co/yXZpAqd07M",2,-0.4767,0.0,0.838,0.162
303,FoxNews,"'Jersey Shore' star Mike 'The Situation' Sorrentino will face tax evasion sentencing this fall
https://t.co/Hnfrd4ZLLb",3,-0.1531,0.0,0.897,0.103
304,FoxNews,"At his press briefing, President @realDonaldTrump said that the U.S. would no longer be a piggy bank robbed by othe… https://t.co/WAwm8Fld4P",4,-0.296,0.0,0.896,0.104
305,FoxNews,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/iAdue9Nmav https://t.co/ew7uxi8JFW,5,0.3612,0.152,0.848,0.0
306,FoxNews,Texas border patrol agents find 6 illegal immigrants trapped inside cabinets https://t.co/r5ANi7t94m,6,-0.7906,0.0,0.562,0.438
307,FoxNews,SUNDAY: @BretBaier is live in Singapore ahead of President @realDonaldTrump’s historic summit with North Korean lea… https://t.co/Z9gEu1Zqo2,7,0.0,0.0,1.0,0.0
308,FoxNews,".@RepMcSally: ""@POTUS has made it clear that we will not tolerate them having a nuclear weapon that can hold a U.S.… https://t.co/Z9kwm68cBa",8,0.1027,0.114,0.789,0.096
309,FoxNews,".@GrecianFormula on NK summit: ""My fear here is, I do not want [@POTUS] to give Kim Jong Un that handshake that wil… https://t.co/2BcF4gR3s9",9,-0.5302,0.0,0.819,0.181
310,FoxNews,.@MittRomney predicts a @realDonaldTrump win in 2020. https://t.co/FtXsikIvlB https://t.co/W2EHQ9eAw5,10,0.5859,0.352,0.648,0.0
311,FoxNews,"Florida Revokes Hundreds of Gun Permits After Background Check Error
https://t.co/4RteHthrjk",11,-0.6249,0.0,0.638,0.362
312,FoxNews,"On @foxandfriends, @RCamposDuffy praised @FLOTUS Melania Trump in the wake of constant media scrutiny.… https://t.co/t4wxgWO0Qz",12,0.4939,0.186,0.814,0.0
313,FoxNews,".@kimguilfoyle on NK summit: ""With somebody like @POTUS who thinks out of the box...everything is on the table [unt… https://t.co/uFk6mAOEmC",13,0.3612,0.116,0.884,0.0
314,FoxNews,"Mike Kerrigan: I thought I had enough friends, then a stranger did this on my flight home https://t.co/xZNBnn26ZS",14,0.4767,0.181,0.819,0.0
315,FoxNews,.@replouiegohmert Slams Russia Probe Spending: Mueller Has 'Absolutely Blown Taxpayer Dollars' https://t.co/Xe5BeKp6Cd,15,0.0,0.0,1.0,0.0
316,FoxNews,Love and leaks: Wolfe-Watkins latest couple to draw scrutiny for loose lips and tips https://t.co/E3h48prv3z,16,0.4404,0.215,0.667,0.118
317,FoxNews,Fox News Poll: Will North Korea give up nukes? https://t.co/3x4UVwUihL,17,0.0,0.0,1.0,0.0
318,FoxNews,Border arrests spike. https://t.co/bxJVEDbIZi https://t.co/cGj9ea65Ui,18,-0.4404,0.0,0.58,0.42
319,FoxNews,".@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/b6mIxZLEPQ",19,0.0,0.0,1.0,0.0
320,FoxNews,"@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/0fDypASJE1",20,0.0,0.0,1.0,0.0
321,FoxNews,Fox News Poll: Should @POTUS meet with North Korean leader Kim Jong Un? https://t.co/9QBv5OO5bg,21,0.0,0.0,1.0,0.0
322,FoxNews,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/TcO81nMnJ7",22,0.0,0.0,1.0,0.0
323,FoxNews,Home Depot employee in Florida allegedly attacked by shopper's pet spider monkey https://t.co/gvqJD9UaOB,23,-0.4588,0.0,0.8,0.2
324,FoxNews,"ABC apologizes for controversial ‘Quantico’ episode, defends star Priyanka Chopra https://t.co/4sh2B6JvhK",24,0.1779,0.188,0.677,0.135
325,FoxNews,".@replouiegohmert: ""Robert Mueller has done more damage during his 12 years as FBI Director than... probably all th… https://t.co/eZePn5ltKz",25,-0.5413,0.0,0.837,0.163
326,FoxNews,".@RealDeanCain: ""I stand for the anthem. I would never kneel for the anthem."" https://t.co/XIXO0UeJmR",26,0.0,0.0,1.0,0.0
327,FoxNews,Do you agree with @SenSanders? https://t.co/jixhab3nlt,27,0.3612,0.333,0.667,0.0
328,FoxNews,"MONDAY: Don’t miss three hours of ‘America’s Newsroom’ with @BillHemmer and @SandraSmithFox, starting at 9a ET on F… https://t.co/A0OfAH4QPo",28,-0.1531,0.0,0.918,0.082
329,FoxNews,"1,000 illegal immigrants bused to California federal prison for detention https://t.co/B3t12CUk1m",29,-0.8555,0.0,0.46,0.54
330,FoxNews,"'Bring on the Recession': @billmaher 'Hoping' for Economic Crash to Oust Trump
https://t.co/fj8Q3obYkM",30,-0.4019,0.0,0.816,0.184
331,FoxNews,Fox News Poll: 52% approve of President @realDonaldTrump's handling of the economy. https://t.co/qZrQ8Q503M https://t.co/mYX34Kjnhb,31,0.0,0.0,1.0,0.0
332,FoxNews,"TSA searches 96-year-old woman in wheelchair in viral video, sparking outrage https://t.co/DP91w0qI1n",32,-0.5106,0.0,0.769,0.231
333,FoxNews,".@Lavarbigballer: ""If [@POTUS] invited me to his house, I would be like, 'Nah, man.' I'm not even going to invite h… https://t.co/BM4it6Nf6i",33,0.4767,0.177,0.823,0.0
