,User,Text,Tweets Ago,Compound Score,Positive Score,Neutral Score,Negative Score
334,FoxNews,.@billclinton defends @alfranken. https://t.co/L3DVQREUWO,34,0.0,0.0,1.0,0.0
335,FoxNews,Virginia wildlife center takes in 2 black bear cubs after mother is killed by homeowner https://t.co/HxTW1LfisF,35,-0.6705,0.0,0.757,0.243
336,FoxNews,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/F8G13HW2im",36,0.0,0.0,1.0,0.0
337,FoxNews,Happening Now: @POTUS heads to Singapore for historic summit with North Korean leader Kim Jong Un. https://t.co/9pkRpmQhvs,37,0.0,0.0,1.0,0.0
338,FoxNews,.@realDonaldTrump and Kim Jong Un impersonators arrive in Singapore. https://t.co/cQbfqorKAn,38,0.0,0.0,1.0,0.0
339,FoxNews,SOON: @POTUS leaves Canada en route to North Korea summit in Singapore. https://t.co/2SKhjAnI5Q,39,0.0,0.0,1.0,0.0
340,FoxNews,U.S. Markets - So far this year. https://t.co/mdnZRFcvfH,40,0.0,0.0,1.0,0.0
341,FoxNews,"President @realDonaldTrump to CNN reporter: ""I would say that the level of relationship is a 10... You can tell tha… https://t.co/5CwLITcrnU",41,0.0,0.0,1.0,0.0
342,FoxNews,".@POTUS: ""Tariffs are going to come way down... We're like the piggy bank that everybody's robbing - and that ends."" https://t.co/1K8iuxEXhn",42,0.3612,0.116,0.884,0.0
343,FoxNews,"Britain's Queen Elizabeth, Prince Charles, Meghan Duchess of Sussex, Prince Harry, Kate Duchess of Cambridge and Pr… https://t.co/0mhnqpiGZU",43,0.0,0.0,1.0,0.0
344,FoxNews,"State-level Dems funneled $84M to @HillaryClinton's campaign, lawsuit alleges https://t.co/2Xk78xsQmh",44,-0.2023,0.1,0.727,0.173
345,FoxNews,".@POTUS: ""Obama can say all he wants but he allowed Russia to take Crimea. I may have had a much different attitude… https://t.co/bPQobyLCe2",45,0.0,0.0,1.0,0.0
346,FoxNews,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/9xKcvpB7aN",46,0.0,0.0,1.0,0.0
347,FoxNews,".@POTUS: ""The U.S. press is very dishonest, much of it, not all of it."" https://t.co/PcH5oRFB7t",47,-0.6115,0.0,0.778,0.222
348,FoxNews,".@SecretaryZinke: ""We could end the war. It's absolutely astonishing what @POTUS has done."" #Cavuto https://t.co/AFT3qMvIv2",48,-0.5994,0.0,0.782,0.218
349,FoxNews,"President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""@CNN.""

@POTUS: ""I figured - Fake News… https://t.co/vukANIrfKZ",49,-0.4767,0.0,0.838,0.162
350,FoxNews,"""The United States has been taken advantage of for decades and decades and we can't do that anymore.""

WATCH: Presi… https://t.co/s9kfwDEDut",50,0.5859,0.202,0.798,0.0
351,FoxNews,".@POTUS: ""I would say that the level of relationship is a 10."" https://t.co/nmFjMumzHb",51,0.0,0.0,1.0,0.0
352,FoxNews,".@POTUS: ""Obama can say all he wants but he allowed Russia to take Crimea. I may have had a much different attitude… https://t.co/766koswatX",52,0.0,0.0,1.0,0.0
353,FoxNews,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/E8bATkXuhJ",53,0.0,0.0,1.0,0.0
354,FoxNews,".@POTUS: ""I have not spoken to Vladimir Putin for quite a while... I think it would be an asset to have Russia back… https://t.co/XdWxOmv8VG",54,0.3612,0.106,0.894,0.0
355,FoxNews,".@POTUS: ""Tariffs are going to come way down... We're like the piggy bank that everybody's robbing - and that ends."" https://t.co/Omn9n08nQS",55,0.3612,0.116,0.884,0.0
356,FoxNews,".@POTUS: ""That's the way it should be - no tariffs, no barriers... and no subsidies."" https://t.co/OKEcN9rgOd",56,-0.6808,0.0,0.645,0.355
357,FoxNews,".@POTUS on Kim Jong Un talks: ""It's a one-time shot and I think it's going to work out very well."" https://t.co/RGB4ilSY9I",57,0.0,0.0,1.0,0.0
358,FoxNews,".@POTUS: ""We really think that North Korea that will be a tremendous place in a very short period of time... They'r… https://t.co/8fX841h1EW",58,0.0,0.0,1.0,0.0
359,FoxNews,".@POTUS: ""I blame our past leaders. There was no reason that this should've happened."" https://t.co/wy427FsU9f",59,-0.5574,0.0,0.739,0.261
360,FoxNews,".@POTUS: ""We're linked in the great effort to create a more just, peaceful, and prosperous world."" https://t.co/eaieDEyrKV",60,0.9149,0.516,0.484,0.0
361,FoxNews,".@POTUS: ""We are committed to addressing the migration challenge by helping migrants to remain and prosper in their… https://t.co/dTZvjLNdlt",61,0.5574,0.259,0.741,0.0
362,FoxNews,".@POTUS: ""People can't charge us 270% and we charge them nothing. That doesn't work anymore."" https://t.co/a2hPAJY4wH",62,0.0,0.0,1.0,0.0
363,FoxNews,".@POTUS: ""The United States has been taken advantage of for decades and decades and we can't do that anymore."" https://t.co/Jf1SDPPUyN",63,0.5859,0.211,0.789,0.0
364,FoxNews,".@POTUS: ""We've concluded a really, tremendously successful #G7."" https://t.co/201LDzbu6V",64,0.6566,0.384,0.616,0.0
365,FoxNews,"President @realDonaldTrump speaks at a press briefing after closing out the G7 Summit in Charlevoix, Canada. https://t.co/A1XBAkrOTE",65,0.0,0.0,1.0,0.0
366,FoxNews,"Anthony Bourdain, CNN host and celebrity chef, hanged himself with bathrobe belt https://t.co/h7BxZo9JA8",66,0.0,0.0,1.0,0.0
367,FoxNews,"SOON: @POTUS to speak from #G7 - for full live coverage, tune in to Fox News Channel! https://t.co/bCgxdT90OX",67,0.0,0.0,1.0,0.0
368,FoxNews,"Son of Farrah Fawcett, Ryan O'Neal charged with attempted murder, authorities say https://t.co/4XZWmjULRN",68,-0.7579,0.0,0.629,0.371
369,FoxNews,"President @realDonaldTrump promises ""America First"" throughout 2016. https://t.co/04HWLGuj1Q",69,0.3818,0.271,0.729,0.0
370,FoxNews,'Bring on the Recession': Bill Maher 'Hoping' for Economic Crash to Oust Trump https://t.co/pD7LBKR5uG,70,-0.4019,0.0,0.828,0.172
371,FoxNews,'Game of Thrones' prequel pilot reportedly ordered by HBO https://t.co/Pnswzb5c6L,71,0.0,0.0,1.0,0.0
372,FoxNews,"US Air Force B-1 bomber fleet grounded after issue with ejection seats, officials say https://t.co/l1jDRzfswB",72,0.0,0.0,1.0,0.0
373,FoxNews,LeBron James reveals he played with ‘self-inflicted’ injured hand for majority of NBA Finals https://t.co/0zIlw5Ckyu,73,0.4404,0.276,0.591,0.133
374,FoxNews,President @realDonaldTrump continues G7 talks https://t.co/dKNpj2UDfb,74,0.0,0.0,1.0,0.0
375,FoxNews,"Britain's Queen Elizabeth, Prince Charles, Meghan Duchess of Sussex, Prince Harry, Kate Duchess of Cambridge and Pr… https://t.co/acQWFgyVcc",75,0.0,0.0,1.0,0.0
376,FoxNews,.@RealDeanCain: “I stand for the anthem. I would never kneel for the anthem.” https://t.co/phVIaccIwh,76,0.0,0.0,1.0,0.0
377,FoxNews,.@POTUS Meets at G7 Summit with World Leaders https://t.co/zAG9znCDU7,77,0.0,0.0,1.0,0.0
378,FoxNews,'It's Just a Miracle': Woman's Cancer Symptoms Spotted by Doctor Watching Her on HGTV https://t.co/wQbsxju44O,78,-0.6597,0.0,0.747,0.253
379,FoxNews,"Kim Jong Un and Donald Trump impersonators, pose for photographs at the Merlion Park, a popular tourist destination… https://t.co/THVGwi1Ddx",79,0.4215,0.141,0.859,0.0
380,FoxNews,Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,80,0.4767,0.291,0.709,0.0
381,FoxNews,.@VP Visits Wounded Warriors at Walter Reed https://t.co/UuoncnuocZ,81,0.0,0.0,1.0,0.0
382,FoxNews,State trooper pulls over retired cop who delivered him 27 years ago https://t.co/fK1w5ghVoG,82,0.0,0.0,1.0,0.0
383,FoxNews,.@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the… https://t.co/eObFYHJm5b,83,-0.5413,0.0,0.837,0.163
384,FoxNews,"Mother-daughter duo running for office, hope to inspire more Republican women candidates (via @steinhauserNH1) https://t.co/nvX4lI8JyO",84,0.765,0.337,0.663,0.0
385,FoxNews,"JUST IN: Celebrity chef Anthony Bourdain hanged himself in a hotel bathroom with a bathrobe belt, French prosecutor… https://t.co/aspBk1SuIk",85,0.0,0.0,1.0,0.0
386,FoxNews,Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8,86,0.4767,0.313,0.687,0.0
387,FoxNews,OPINION: Justify is the story at the Belmont Stakes https://t.co/2HWTOfnYfQ,87,0.0,0.0,1.0,0.0
388,FoxNews,Kim Jong Un and Donald Trump impersonators arrive in Singapore https://t.co/gQUxSLndMo,88,0.0,0.0,1.0,0.0
389,FoxNews,Trump 'very sad' over Anthony Bourdain's death https://t.co/LancBaO7Pz,89,-0.807,0.0,0.451,0.549
390,FoxNews,".@chrisprudhome: ""In my eyes, [President @realDonaldTrump is] doing more for minority members of the community than… https://t.co/mUKEI7uRSK",90,0.0,0.0,1.0,0.0
391,FoxNews,"'Enemy attack' in Somalia leaves 1 US soldier dead, 4 wounded https://t.co/kWKGBRNkwl https://t.co/7kVMpPhnDE",91,-0.8979,0.0,0.423,0.577
392,FoxNews,Video footage  shows toddler escaping bedroom with help from family dogs https://t.co/za57HuHU5k,92,0.4404,0.281,0.719,0.0
393,FoxNews,"On this day in 1973, Secretariat becomes the first horse since Citation in 1948 to win the Triple Crown with a spec… https://t.co/5dH4uGsETt",93,0.5859,0.153,0.847,0.0
394,FoxNews,Police officer helps turtle cross road in torrential downpour https://t.co/fREwz2SbNq,94,0.3818,0.224,0.776,0.0
395,FoxNews,"Bid to block Bernie Sanders? DNC adopts rule change, wants only avowed Democrats to run https://t.co/LiVE5LR6q4",95,-0.296,0.091,0.753,0.156
396,FoxNews,"Pardoned US Sailor Considers Lawsuit Against Obama, Blasts Comey for Making Clinton 'Above the Law' https://t.co/cMpeUWwLii",96,0.0,0.107,0.787,0.107
397,FoxNews,Kansas woman found dead after leading investigator to boy's body. https://t.co/x5tftxZXgE,97,-0.6486,0.0,0.699,0.301
398,FoxNews,Presidential pardons after 18 months in office. @TeamCavuto https://t.co/H3lr2joOJv https://t.co/HGRoh0rG3N,98,0.296,0.196,0.804,0.0
399,FoxNews,".@POTUS on trade negotiations with Canada: ""We've made a lot of progress."" https://t.co/jKaj0yc2tX",99,0.0,0.0,1.0,0.0
400,nytimes,Have questions about the Belmont Stakes and the Triple Crown? We have your answers. https://t.co/GPu2uPlTRV,0,0.0,0.0,1.0,0.0
401,nytimes,“I talk back to people when they say something about me now because I know even with my condition that I am beautif… https://t.co/TJmesUhGTL,1,0.0,0.0,1.0,0.0
402,nytimes,Science is taking a back seat in policymaking across the Trump administration. The North Korea nuclear talks offer… https://t.co/hauZtxGqq5,2,0.0,0.0,1.0,0.0
403,nytimes,"In his own unorthodox way, Trump has been preparing for this encounter with Kim Jong-Un his entire adult life https://t.co/VlXkCmqssL",3,0.0,0.0,1.0,0.0
404,nytimes,"With his America First agenda, Trump has driven a wedge between the U.S. and its allies, ceding leadership and its… https://t.co/sfyYD4o3hM",4,0.0,0.0,1.0,0.0
405,nytimes,"RT @TheSteinLine: All the tales — legacy, free agency, injury — from what might (or might not) have been LeBron James’ last night as a Clev…",5,0.128,0.122,0.775,0.103
406,nytimes,California has dug in at the front lines of the resistance to President Trump. And then there is Orange County. https://t.co/BSVW14kSmd,6,0.0,0.0,1.0,0.0
407,nytimes,"What to watch, what to read and what to listen to by and about Anthony Bourdain https://t.co/TR5noBS7Ee",7,0.0,0.0,1.0,0.0
408,nytimes,"Who’s right, Elon Musk or Mark Zuckerberg? Is supersmart artificial intelligence a potential threat to humans, or a… https://t.co/8zay2rbSEG",8,-0.0772,0.138,0.711,0.151
409,nytimes,"RT @stanfordc: I’m proud to say that there has never been a swimsuit portion of the news quiz 
https://t.co/e1Z8wlhYvy https://t.co/4YJ7UrG…",9,0.4767,0.147,0.853,0.0
410,nytimes,"30 billion gallons of Hawaiian lava, as seen from the ground and space https://t.co/vz9qQOCYS9",10,0.0,0.0,1.0,0.0
411,nytimes,She wanted to celebrate their marriage in lavish style. He had something less lofty in mind. A lovers’ battle ensue… https://t.co/RnvIaxRtRP,11,0.2732,0.152,0.741,0.107
412,nytimes,"Anthony Bourdain's sudden death at Le Chambard, a hotel in the village of Kaysersberg in northeastern France, sent… https://t.co/V5gRoZKGQN",12,-0.5994,0.0,0.813,0.187
413,nytimes,"@jimdwyernyt ""The supply of excellent schools cannot meet the demands of capable students, whatever their backgroun… https://t.co/KF39XvdUjJ",13,0.743,0.296,0.704,0.0
414,nytimes,"@jimdwyernyt The specialized schools are far from bastions of privilege, dominated by immigrants or the children of… https://t.co/DWOoiPghSz",14,0.3612,0.128,0.872,0.0
415,nytimes,"In New York’s ragged history of race, class, privilege and equity, the city’s specialized high schools have long be… https://t.co/HL2yw2JmHz",15,0.3612,0.116,0.884,0.0
416,nytimes,Breaking News: President Trump threatened to end trade with G-7 nations that he said use unfair practices. “We’re l… https://t.co/uI5rOmZ76O,16,-0.7269,0.0,0.747,0.253
417,nytimes,"Flaky mounds of quick bread, golden brown, with a significant crumb https://t.co/wbMRgvySpY",17,0.2023,0.153,0.847,0.0
418,nytimes,Breaking News: Simona Halep of Romania beat Sloane Stephens to win the French Open. It was the first Grand Slam tit… https://t.co/3sFwWkJ353,18,0.6369,0.239,0.669,0.092
419,nytimes,Her $1 million gift left educators asking: How was one teacher able to save so much money?https://t.co/Vv8fhgbwWA,19,0.7269,0.289,0.711,0.0
420,nytimes,"If you or someone else you know is having thoughts of suicide, call the National Suicide Prevention Lifeline at 1-8… https://t.co/5kOUYV8c3u",20,-0.875,0.0,0.679,0.321
421,nytimes,New federal data shows that suicide rates have been increasing for years in almost every state and across demograph… https://t.co/g6znmjYQl5,21,-0.6705,0.0,0.809,0.191
422,nytimes,"After failing to repeal the Affordable Care Act, the Trump administration is seizing on a different strategy for di… https://t.co/Low8zwBsVL",22,-0.0258,0.136,0.723,0.14
423,nytimes,"Our experts weighed in on the contenders, including the Triple Crown hopeful Justify, for the 150th Belmont Stakes https://t.co/xi9TIoAxWb",23,0.5106,0.155,0.845,0.0
424,nytimes,"RT @NYTMetro: “This is the deportation machine in full effect, and everyone should wake up to how American citizens and their families are…",24,0.0,0.0,1.0,0.0
425,nytimes,"RT @caityweaver: The strangest and best recommendation I will ever make to you is: Listen to the same 4 podcast appearances by ""Sex and the…",25,0.6369,0.16,0.84,0.0
426,nytimes,Pope Tells Oil Executives to Act on Climate: ‘There Is No Time to Lose’ https://t.co/jpXdOMmBOf,26,-0.296,0.0,0.864,0.136
427,nytimes,Elizabeth Warren and a Scholarly Debate Over Medical Bankruptcy That Won’t Go Away https://t.co/mbz6wvuSUO,27,0.0,0.0,1.0,0.0
428,nytimes,RT @NYTStyles: Parties! https://t.co/MdgG2e1xjI,28,0.4574,0.499,0.501,0.0
429,nytimes,"RT @nytimesbusiness: ""Wealth was about being able to create the change you wish to see in the world.” https://t.co/KoQCO5Iy1y",29,0.7906,0.333,0.667,0.0
430,nytimes,An exhibition in London examines the feelings people harbor about their teeth. Here's a look at some of the most cu… https://t.co/KRz76xwrXq,30,0.0,0.0,1.0,0.0
431,nytimes,RT @NYTSports: Need a winner for the Belmont Stakes? @MHoppertNYT and @joedrape have you covered: https://t.co/44joWHhuTm,31,0.5859,0.213,0.787,0.0
432,nytimes,Why Cities Can’t Stop Poaching From One Another https://t.co/X1SeTjbqKs,32,-0.296,0.0,0.784,0.216
433,nytimes,RT @nytimesworld: Austrian officials have ordered seven mosques to close and may refuse dozens of imams the right to reside in the country…,33,-0.296,0.0,0.909,0.091
434,nytimes,RT @nytrealestate: A quick guide to what you need to get your first apartment in New York City https://t.co/NQYV03Xkyn,34,0.0,0.0,1.0,0.0
435,nytimes,Men’s Fashion Week Loses Some Luster https://t.co/TCj0nbeFMj,35,-0.3182,0.0,0.723,0.277
436,nytimes,"Inside New York’s dollar van wars: strict regulations, low margins and a constant fight with rogue van drivers https://t.co/kiAEpdxkgV",36,-0.8074,0.0,0.644,0.356
437,nytimes,"RT @NYTMetro: On the stoop that was his perch, a requiem for the mayor of West 83rd Street, in Manhattan. https://t.co/qRN1VlPo1t",37,0.0,0.0,1.0,0.0
438,nytimes,"Charlotte Fox, 61, Trailblazing Alpinist and Everest Survivor, Dies https://t.co/nM5gpQdLhB",38,0.3612,0.217,0.783,0.0
439,nytimes,A Good Appetite: Chicken Milanese Has Its Moment https://t.co/Rhco2hq6mS,39,0.4404,0.293,0.707,0.0
440,nytimes,The New York Times obituary for Anthony Bourdain https://t.co/D697EnEWQX,40,0.0,0.0,1.0,0.0
441,nytimes,RT @NYTmag: 24 hours. 23 photographers. One city. One topic: Love. Watch the making of this issue https://t.co/s2uND5xgVs and see the full…,41,0.6369,0.167,0.833,0.0
442,nytimes,The recent volcanic eruptions in Hawaii and Guatemala are a reminder that not all volcanoes are created equal https://t.co/M7sNdtwIzJ,42,0.25,0.105,0.895,0.0
443,nytimes,"For the 3rd time in 4 seasons, and for the 2nd year in a row, the Golden State Warriors are NBA champions https://t.co/r7NgjH0nbf",43,0.5267,0.145,0.855,0.0
444,nytimes,"RT @nytimestech: The Chinese electronics maker ZTE has survived its brush with death. Now, it has to figure out how to stay in business. He…",44,-0.1531,0.109,0.762,0.129
445,nytimes,"RT @nytrealestate: You may like the contractor, but does the contractor like you back? https://t.co/kPShW4JONu",45,0.6124,0.278,0.722,0.0
446,nytimes,"RT @NYTmag: On a rainy Saturday morning on May 19, @philip_nyc captured love in the middle of Times Square. See more from our #NYTLoveCity…",46,0.5994,0.158,0.792,0.049
447,nytimes,How I Used Art to Get Through Trauma https://t.co/7N5fzAxLoe,47,-0.4215,0.0,0.714,0.286
448,nytimes,"The NYT review of ""Ocean's 8"" https://t.co/flFaRzpyzr",48,0.0,0.0,1.0,0.0
449,nytimes,She’s photographed Broadway for years. Now Broadway is honoring her. https://t.co/eI7sfheNWI,49,0.5106,0.248,0.752,0.0
450,nytimes,The killing in Germany comes on top of a deepening scandal and calls for a full-blown parliamentary investigation o… https://t.co/0p5qfKyP2V,50,-0.7579,0.075,0.622,0.303
451,nytimes,"RT @nytimesworld: More than 140 miles away and three decades after the Chernobyl disaster, some cows still make radioactive milk https://t.…",51,-0.6249,0.0,0.83,0.17
452,nytimes,RT @nytopinion: This weekend we are sharing some pieces on music. Think of it as a little inspiration to appreciate the soundtrack of your…,52,0.8097,0.294,0.706,0.0
453,nytimes,"RT @nytimesbusiness: HBO is making a pilot for one of the five ""Game of Thrones"" prequels it has in development https://t.co/EMeqQvEdHQ",53,0.0,0.0,1.0,0.0
454,nytimes,"Taliban Announce Brief Cease-Fire, Offering Afghans Hope for Lull in War https://t.co/IlMkkFHSCM",54,-0.25,0.173,0.595,0.232
455,nytimes,"RT @NYTMetro: Underneath the umbrella: a fascinating photo portfolio of the lifeguards of Jones Beach, in all their stoic, bored, heroic gl…",55,0.7184,0.261,0.662,0.077
456,nytimes,"China’s ZTE— a little-known electronics maker— became an unlikely political football, then an even unlikelier objec… https://t.co/APxvWFepXB",56,0.0,0.0,1.0,0.0
457,nytimes,"Andrew Rannells: ""I didn't feel jealous; I felt driven. I wanted to be one of those people on the Tonys."" https://t.co/i3LX0WgQBb",57,0.357,0.121,0.879,0.0
458,nytimes,Here's who we think will win the Tonys (and who should) https://t.co/ZlqqPQRtvt,58,0.5859,0.257,0.743,0.0
459,nytimes,Justice Dept. Requests Delay if DACA Injunction Is Issued https://t.co/HB7h98gENy,59,0.2732,0.248,0.584,0.168
460,nytimes,"RT @nytpolitics: The president said that Melania Trump “wanted to go” with him to the Group of 7 summit meeting in Quebec, but was staying…",60,0.0,0.0,1.0,0.0
461,nytimes,"50 years after his death, friends, aides and journalists recall Robert F. Kennedy's last campaign in California, hi… https://t.co/bAveWEnYW5",61,-0.2023,0.129,0.708,0.163
462,nytimes,"In Canada, many observers were calling it the ""G-6 plus 1"" — with President Trump being cast as the irrational, ira… https://t.co/AUbzhnVmGY",62,-0.34,0.0,0.893,0.107
463,nytimes,"RT @kenvogel: MANAFORT paid KONSTANTIN KILIMNIK $531k in 2013 &amp; 2014, according to lobbying records, but that covers only a fraction of the…",63,-0.0387,0.0,0.948,0.052
464,nytimes,What should you do when a loved one is severely depressed? Don’t underestimate the power of showing up. https://t.co/yqRyXmSWiM,64,-0.5574,0.148,0.53,0.322
465,nytimes,"""This should be a grave concern to anyone who cares about an informed citizenry,"" said Eileen Murphy, a spokeswoman… https://t.co/iwMg5Ng7tl",65,0.1027,0.139,0.741,0.12
466,nytimes,RT @NYTSports: Kevin Durant has been named the MVP of the NBA finals for the second straight year. https://t.co/xSARJQ5MlN,66,0.2263,0.095,0.905,0.0
467,nytimes,The U.S. just beat out China to develop the world’s fastest supercomputer. You’d need 6.3 billion years to match wh… https://t.co/DMGoDUacwv,67,0.0,0.0,1.0,0.0
468,nytimes,"RT @SopanDeb: **NEW**: In a lengthy (and remarkable) interview with Kyrie Irving, he repeatedly questioned whether the Earth is flat or rou…",68,-0.1027,0.0,0.935,0.065
469,nytimes,"Breaking News: The Golden State Warriors have won their third N.B.A. title in four years, sweeping LeBron James and… https://t.co/jbvTIZsZrD",69,0.5719,0.163,0.837,0.0
470,nytimes,"At a moment of tumult over trade and nuclear security, President Trump is making friends with America’s enemies and… https://t.co/JtgvrhRvJ6",70,0.3182,0.223,0.648,0.13
471,nytimes,"Discover an ""irony free zone where everything is beautiful and nothing hurts.""

What to watch, what to read and wha… https://t.co/gMtAyyRjDD",71,0.7906,0.273,0.682,0.045
472,nytimes,President Trump suggested the Group of 7 nations reinstate Russia 4 years after it was cast out for annexing Crimea https://t.co/ZQQDfGp5GN,72,0.0,0.0,1.0,0.0
473,nytimes,"RT @nytopinion: Anthony Bourdain exhorted us to open our eyes -- and our guts -- to the wondrous smorgasbord of life, and to savor every la…",73,0.0,0.0,1.0,0.0
474,nytimes,"Modern Love: ""I had found a strange liberation in submitting to Dan, but it was only a first step. I wanted the dom… https://t.co/WHIRIHGpqQ",74,0.296,0.113,0.826,0.061
475,nytimes,"During this season’s playoffs, LeBron James has accounted for nearly a third of the box-score statistics for the Ca… https://t.co/bugUyF7TK4",75,0.0,0.0,1.0,0.0
476,nytimes,No one in the NBA has come close to LeBron James's share of a team’s production for over 40 years https://t.co/YqE8zZiiWg,76,0.0,0.098,0.804,0.098
477,nytimes,Kyrie Irving Doesn’t Know if the Earth Is Round or Flat. He Does Want to Discuss It. https://t.co/1ET48Grban,77,0.0772,0.071,0.929,0.0
478,nytimes,"LIVE: The Golden State Warriors vs. the Cleveland Cavaliers 

Game 4 updates and analysis https://t.co/3DmQOo5lNw",78,0.0,0.0,1.0,0.0
479,nytimes,"Opinion: If There’s a Red Wave Election in 2018, This Will Be Why https://t.co/B0Nmgi1kdN",79,0.0,0.0,1.0,0.0
480,nytimes,Opinion: Anthony Bourdain Was the Kind of ‘Bad Boy’ We Need More Of https://t.co/S8JhWFX9Jw,80,0.0,0.0,1.0,0.0
481,nytimes,Trump’s New Plan to Dismantle Obamacare Comes With Political Risks https://t.co/Ju2Fw08xUY,81,-0.2732,0.0,0.826,0.174
482,nytimes,Press Groups Criticize the Seizing of a Times Reporter’s Records https://t.co/Sqp3BXEBVB,82,-0.3818,0.0,0.776,0.224
483,nytimes,"RT @nytfood: ""Anthony Bourdain entered the literary stage with an inside tip, delivered in the gruff whisper of a racetrack tout: Don’t ord…",83,-0.128,0.0,0.933,0.067
484,nytimes,"2 years ago, we asked Anthony Bourdain to answer a series of questions. He sketched his answers. https://t.co/zP0AIJ1Ce9",84,0.0,0.0,1.0,0.0
485,nytimes,"About New York: Decades Ago, New York Dug a Moat Around Its Specialized Schools https://t.co/8jOa3pfI75",85,0.0,0.0,1.0,0.0
486,nytimes,"Anthony Bourdain’s death prompted an outpouring of grief and tributes from friends and fans. ""He taught us about fo… https://t.co/JFW4Jh3jO2",86,-0.6124,0.114,0.625,0.261
487,nytimes,"Before the Smiles, Mounting Tensions Between Trudeau and Trump https://t.co/9XH9FvtZn0",87,0.1027,0.225,0.58,0.196
488,nytimes,"The first man in a female ensemble at a major ballet company is gender fluid. Still, he had to remake his body to m… https://t.co/xlEQPUqEMn",88,0.0,0.0,1.0,0.0
489,nytimes,Judge Denies Trump’s Secrecy Claim in Review of Cohen Documents https://t.co/cmqMq2loiu,89,-0.4215,0.0,0.781,0.219
490,nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/8y2X6OzAun,90,0.0,0.0,1.0,0.0
491,nytimes,"At Gaza Protests: Kites, Drones, Gas, Guns and the Occasional Bomb https://t.co/cp6xnR0K9p",91,-0.6249,0.0,0.662,0.338
492,nytimes,"To Conduct Its Parks Concerts, the Philharmonic Taps a Rising Star https://t.co/eGDvYlMHpo",92,0.0,0.0,1.0,0.0
493,nytimes,"A Russian oligarch’s $500 million yacht has 9 decks, 2 heliports and a pool. It’s also the top prize in Britain’s c… https://t.co/mCLj8f8oVH",93,0.6249,0.231,0.769,0.0
494,nytimes,The powerful conservative donor couple you’ve never heard of: Liz and Dick Uihlein are spending millions to shape a… https://t.co/FH10BFfcNd,94,-0.128,0.116,0.747,0.137
495,nytimes,"American Muslims say they own guns for the same reasons as anyone else: for protection, for hunting, or for their w… https://t.co/kWeSU92P71",95,0.0,0.0,1.0,0.0
496,nytimes,"RT @EnnisNYT: Following acknowledged ""missteps"" that left staffers ""disrespected and uncomfortable,"" John Lasseter, co-founder of Pixar, wi…",96,-0.4588,0.0,0.842,0.158
497,nytimes,KFC is testing out a new recipe in Britain that ditches its most famous ingredient: chicken https://t.co/dW0kCZTAcn,97,0.0,0.0,1.0,0.0
498,nytimes,"Anthony Bourdain’s TV series understood that food is geographical, economic and political, @poniewozik writes https://t.co/7uUA89uHe5",98,0.0,0.0,1.0,0.0
499,nytimes,She may already be the best high school runner ever. Now comes the hard part. https://t.co/2vwVW9afJb,99,0.5859,0.214,0.714,0.071
